sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
ESE01635	0.997	0.729	0.969	1.000	0.573	0.853	0.999	0.845	0.620	0.823	1.000	0.275	0.831	0.444	0.825	0.288	0.283	0.299	0.620	1.000	0.999	0.970	0.112	0.999	0.026	0.026	0.812	0.871	0.593	0.136	0.189	1.000	0.026	0.999	0.026	0.323	0.026	0.026	0.026	0.026	0.026	0.026	0.163	0.162	0.026	0.026	0.803	0.728	0.994	1.000	0.261	0.962	0.999	0.984	0.763	1.000	1.000	0.784	0.947	0.830	0.781	0.098	0.863	0.683	0.301	0.974	0.660	0.901	0.900	0.996	0.622	0.999	0.688	0.379	0.996	0.026	0.426	0.323	0.026	0.999	0.999	0.163	0.026	0.997	1.000	0.996	0.359	0.999	0.213	0.026	0.999	0.999	0.557	0.907	0.821	0.814	0.970	1.000	0.934	0.849	0.597	0.642	0.340	0.078	0.267	1.000	1.000	1.000	0.026	1.000	0.985	0.722	0.999	0.999	0.026	0.997	0.622	0.999	0.112	0.287	0.026	0.999	0.995	0.112	0.998	0.999	0.999	0.136	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	1.000	0.842	0.862	0.870	0.897	0.901	1.000	1.000	1.000	1.000	0.927	0.435	0.999	0.199	0.352	0.834	0.303	0.266	0.026	0.257	0.438	0.854	0.576	0.983	0.847	0.929	0.999	0.593	0.500	1.000	0.937	0.814	1.000	0.970	0.970	0.438	0.244	0.205	0.390	0.408	0.399	0.167	0.136	0.382	0.999	0.026	0.026	0.322	0.148	0.995	0.270	0.431	0.277	0.026	0.427	0.323	0.721	0.026	0.138	0.322	0.026	0.026	0.999	0.999	1.000
ESE01653	0.997	1.000	0.693	0.996	1.000	0.974	0.995	0.123	0.334	0.565	1.000	0.245	0.996	0.504	0.995	0.192	0.067	0.243	0.479	0.506	1.000	0.612	0.091	0.055	0.033	0.033	0.806	0.855	0.572	0.057	0.186	1.000	0.030	0.999	0.033	0.053	0.033	0.033	0.033	0.031	0.033	0.033	0.140	0.139	0.031	0.033	0.532	0.462	0.996	0.998	0.128	0.409	0.999	0.677	0.660	1.000	0.996	0.996	0.980	0.802	0.462	0.105	0.647	0.462	0.243	0.996	0.572	0.901	0.901	0.999	0.534	0.999	0.097	0.072	0.996	0.030	0.367	0.053	0.031	0.965	0.999	0.140	0.033	0.997	1.000	0.997	0.850	0.999	1.000	0.033	0.999	0.999	0.559	0.882	0.405	0.800	0.996	0.997	0.915	0.977	0.480	0.513	0.283	0.083	0.175	1.000	0.693	1.000	0.031	1.000	0.979	0.127	0.999	0.999	0.033	0.996	0.533	0.999	0.091	0.267	0.031	0.999	0.995	0.091	0.998	0.051	0.999	0.057	0.999	1.000	0.998	0.031	0.999	0.033	0.033	0.999	0.033	0.992	0.703	0.965	0.875	0.738	0.915	0.996	0.755	1.000	1.000	0.497	0.296	0.998	0.184	0.301	0.998	0.156	0.221	0.030	0.207	0.237	0.992	0.486	0.983	0.135	0.918	1.000	0.930	0.535	0.491	0.613	0.998	0.995	0.701	0.611	0.156	0.214	0.229	0.308	0.062	0.321	0.161	0.057	0.071	0.999	0.033	0.033	0.053	0.150	0.995	0.258	0.056	0.262	0.031	0.368	0.053	0.094	0.030	0.140	0.053	0.030	0.033	0.999	0.999	1.000
ESE01661	0.199	0.782	0.314	0.329	0.184	0.027	0.798	0.097	0.115	0.118	0.822	0.026	0.225	0.339	0.092	0.029	0.018	0.050	0.055	0.148	0.207	0.046	0.089	0.094	0.019	0.019	1.000	1.000	1.000	1.000	1.000	0.201	0.018	0.201	0.019	0.898	0.019	0.019	0.019	0.019	0.019	0.019	0.065	0.064	0.019	0.018	0.525	0.048	0.026	0.703	0.030	0.128	0.208	0.352	0.492	0.351	0.874	0.838	0.066	0.193	0.024	0.029	0.399	0.040	0.050	0.030	0.105	0.253	0.247	0.989	0.069	0.195	0.135	0.976	0.199	0.018	0.014	0.901	0.019	0.316	0.210	0.065	0.019	0.200	0.056	0.200	0.121	0.200	0.097	0.018	0.196	0.202	0.527	0.123	0.144	0.423	0.246	0.829	0.267	0.052	0.158	0.215	0.043	0.020	0.024	0.660	0.366	0.338	0.019	0.191	0.038	0.150	0.200	0.201	0.018	0.200	0.069	0.200	0.089	0.035	0.019	0.200	0.198	0.089	0.200	0.090	0.200	0.998	0.195	0.200	0.200	0.019	0.201	0.018	0.018	0.200	0.018	0.611	0.178	0.062	0.744	0.055	0.439	0.825	0.503	0.212	0.337	0.179	0.172	0.217	0.055	0.066	0.036	0.040	0.040	0.018	0.043	0.079	0.073	0.154	0.852	0.108	0.019	0.133	0.471	0.434	0.110	0.094	0.092	0.200	0.333	0.047	0.017	0.036	0.102	0.013	0.905	0.013	0.965	1.000	0.980	0.201	0.018	0.019	0.898	0.111	0.209	0.035	0.836	0.027	0.019	0.014	0.901	0.088	0.018	0.100	0.900	0.018	0.019	0.201	0.200	0.116
ESE01670	0.997	1.000	0.687	0.995	0.658	0.900	0.997	0.847	0.386	0.578	0.910	0.181	0.910	1.000	0.811	0.138	0.086	0.276	0.531	1.000	0.999	0.618	0.084	0.999	0.026	0.026	0.810	0.861	0.570	0.146	0.191	1.000	0.026	0.999	0.026	0.342	0.026	0.026	0.026	0.026	0.026	0.026	1.000	1.000	0.026	0.026	0.805	0.488	0.997	1.000	0.136	0.455	0.989	0.701	0.760	1.000	1.000	1.000	0.922	0.738	0.542	0.123	0.856	0.472	0.275	1.000	0.686	0.981	0.981	0.996	0.553	0.999	0.688	0.404	0.997	0.026	0.371	0.342	0.026	0.999	0.999	0.999	0.026	0.997	1.000	0.997	0.325	0.999	0.189	0.026	0.999	0.999	0.569	0.889	0.455	0.715	0.967	1.000	0.727	0.901	0.534	0.518	0.302	0.100	0.146	1.000	0.707	0.975	0.026	0.999	0.988	0.726	0.999	0.999	0.026	0.996	0.552	0.999	0.085	0.393	0.026	0.999	0.995	0.085	0.998	0.999	0.999	0.145	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	0.991	0.574	0.871	0.878	0.766	0.745	1.000	1.000	1.000	1.000	0.948	0.346	0.988	0.200	0.643	0.823	0.301	0.198	0.026	0.234	0.454	0.872	0.521	0.983	0.848	0.992	0.999	0.657	1.000	1.000	0.622	0.801	0.994	0.706	0.617	0.306	0.188	0.222	0.312	0.431	0.323	0.173	0.145	0.405	0.999	0.026	0.026	0.339	0.147	0.995	0.054	0.450	0.056	0.026	0.370	0.341	0.717	0.026	0.137	0.340	0.026	0.026	0.999	0.999	0.490
ESE01696	0.997	1.000	0.961	0.988	0.562	0.872	0.998	0.262	0.537	0.754	1.000	0.945	0.903	0.501	0.986	0.946	0.999	1.000	0.513	0.666	1.000	0.645	0.093	0.154	0.039	0.039	0.808	0.863	0.626	0.063	0.189	1.000	0.038	0.999	0.039	0.063	0.039	0.039	0.039	0.039	0.039	0.039	0.254	0.252	0.039	0.038	0.548	0.649	0.994	1.000	0.999	0.625	1.000	0.975	0.926	1.000	0.999	1.000	0.992	0.816	0.520	0.998	0.658	0.740	1.000	1.000	0.668	0.911	0.911	0.999	1.000	0.999	0.208	0.079	0.997	0.038	0.422	0.064	0.039	0.965	0.999	0.254	0.039	0.997	1.000	0.997	0.335	0.999	1.000	0.038	0.999	0.999	0.989	0.993	0.613	0.925	0.970	0.999	0.998	0.827	0.978	0.842	1.000	0.976	0.994	1.000	0.999	1.000	0.039	1.000	0.987	0.277	0.999	0.999	0.038	0.997	0.998	0.999	0.094	1.000	0.039	0.999	0.996	0.094	0.998	0.152	0.999	0.064	0.999	1.000	0.998	0.039	0.999	0.038	0.038	0.999	0.038	1.000	0.944	0.895	0.898	0.758	0.898	0.999	1.000	1.000	1.000	0.709	0.376	1.000	0.228	0.357	0.989	0.264	1.000	0.038	0.848	0.441	0.954	1.000	0.983	0.271	0.878	1.000	0.585	0.560	0.687	0.753	0.986	0.984	0.963	0.643	0.237	0.834	0.240	0.392	0.069	0.402	0.164	0.064	0.079	0.999	0.038	0.039	0.063	0.149	0.995	0.597	0.062	0.598	0.039	0.423	0.062	0.212	0.038	0.139	0.063	0.038	0.039	0.999	0.999	1.000
ESE01841	0.998	1.000	0.992	0.986	0.666	0.864	0.997	0.840	0.334	0.561	1.000	0.203	0.899	0.542	0.613	0.157	0.075	0.273	0.409	0.618	0.999	0.615	0.083	0.999	0.028	0.028	0.818	0.876	0.590	0.143	0.186	1.000	0.027	0.999	0.028	0.328	0.028	0.028	0.028	0.028	0.028	0.028	0.192	0.190	0.028	0.027	0.803	0.413	0.984	1.000	0.133	0.388	0.989	0.970	0.779	1.000	0.998	1.000	0.817	0.783	0.484	0.114	0.877	0.635	0.273	0.999	0.684	0.902	0.902	0.999	0.526	0.999	0.685	0.390	0.997	0.027	0.328	0.327	0.028	0.999	0.999	0.191	0.028	0.997	1.000	0.997	0.497	0.999	0.164	0.027	0.999	0.999	0.567	0.879	0.405	0.816	0.989	0.998	0.922	0.838	0.518	0.614	0.299	0.096	0.177	1.000	1.000	1.000	0.028	1.000	0.502	0.712	0.999	0.999	0.027	0.997	0.524	0.999	0.083	0.358	0.028	0.999	0.996	0.083	0.998	0.999	0.999	0.141	0.999	1.000	0.998	0.028	0.999	0.027	0.027	0.999	0.027	0.999	0.844	0.870	0.873	0.749	0.908	0.998	1.000	1.000	1.000	0.619	0.348	0.988	0.192	0.291	0.441	0.296	0.222	0.027	0.232	0.382	0.947	0.513	0.983	0.842	0.818	1.000	0.660	0.562	0.627	0.594	0.588	0.996	0.998	0.613	0.221	0.216	0.181	0.273	0.415	0.285	0.165	0.143	0.393	0.999	0.027	0.028	0.327	0.141	0.995	0.384	0.437	0.383	0.028	0.330	0.327	0.716	0.027	0.131	0.327	0.027	0.028	0.999	0.999	1.000
ESE01892	0.997	1.000	0.591	0.948	1.000	0.979	0.996	0.855	0.368	0.587	1.000	0.986	0.995	0.518	0.743	0.986	0.999	0.260	0.462	1.000	0.999	0.670	0.086	0.999	0.027	0.027	0.820	0.867	0.568	0.163	0.186	0.999	0.027	0.998	0.027	0.355	0.027	0.027	0.027	0.027	0.027	0.027	0.165	0.164	0.027	0.027	0.912	0.458	0.993	1.000	1.000	0.406	0.897	0.593	0.751	0.951	0.997	0.998	0.995	0.702	0.536	0.999	0.997	0.346	0.261	0.998	0.628	0.901	0.900	0.999	0.523	0.998	0.838	0.405	0.996	0.027	0.357	0.355	0.027	0.965	0.998	0.165	0.027	0.996	1.000	0.996	0.316	0.998	0.148	0.027	0.998	0.998	0.989	0.871	0.405	0.688	0.903	0.997	0.919	0.989	0.514	0.458	0.301	0.976	0.978	1.000	0.593	0.951	0.027	0.999	0.730	0.937	0.998	0.998	0.027	0.996	0.522	0.998	0.084	0.253	0.027	0.998	0.995	0.084	0.997	0.999	0.998	0.162	0.998	0.999	0.998	0.027	0.998	0.027	0.027	0.998	0.027	1.000	0.437	0.983	0.892	0.758	0.786	0.996	0.859	0.999	0.949	0.929	0.328	0.889	0.211	0.294	0.741	0.330	0.986	0.027	0.222	0.423	0.992	0.508	0.983	0.856	1.000	0.999	0.931	0.537	1.000	0.614	0.716	0.946	0.613	0.669	0.302	0.977	0.220	0.313	0.429	0.321	0.165	0.162	0.407	0.998	0.027	0.027	0.354	0.146	0.994	0.260	0.447	0.266	0.027	0.358	0.354	0.878	0.027	0.136	0.355	0.027	0.027	0.998	0.998	1.000
ESE01900	0.952	0.746	0.963	0.992	0.927	0.888	0.993	0.754	0.560	0.815	1.000	0.991	0.893	0.502	0.803	0.990	0.999	0.996	0.511	0.697	1.000	0.263	0.119	0.684	1.000	1.000	0.812	0.872	0.582	0.164	0.187	0.954	0.986	0.953	1.000	0.350	1.000	1.000	1.000	1.000	1.000	1.000	0.256	0.254	1.000	0.986	0.914	0.664	0.292	1.000	1.000	1.000	1.000	0.977	0.864	1.000	0.998	0.796	0.917	0.663	0.265	1.000	0.997	0.987	0.996	0.974	0.677	0.855	0.854	0.996	0.536	0.955	0.760	0.399	0.950	0.986	0.254	0.351	1.000	0.926	0.999	0.256	1.000	0.951	1.000	0.951	0.231	0.953	0.194	0.986	0.955	0.954	0.992	0.995	0.999	0.670	1.000	0.998	0.998	0.988	0.982	0.924	1.000	0.980	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.953	0.999	0.986	0.951	0.535	0.953	0.119	1.000	1.000	0.953	0.950	0.119	0.952	0.681	0.953	0.163	0.955	0.954	0.952	1.000	0.953	0.986	0.986	0.953	0.986	0.997	0.983	0.892	0.990	0.268	0.589	0.998	1.000	1.000	1.000	0.737	0.472	1.000	0.221	0.324	0.826	0.305	1.000	0.986	0.995	0.560	0.892	1.000	0.412	0.756	0.787	1.000	0.892	0.560	0.724	0.718	0.791	0.988	0.965	0.263	0.310	0.995	0.241	0.230	0.423	0.240	0.167	0.163	0.400	0.953	0.986	1.000	0.349	0.108	0.995	0.401	0.443	0.405	1.000	0.254	0.349	0.797	0.986	0.098	0.350	0.986	1.000	0.953	0.953	1.000
ESE01960	0.997	1.000	0.954	0.989	0.933	0.756	0.997	1.000	0.661	0.940	1.000	1.000	0.907	0.573	0.650	0.999	0.999	1.000	0.611	0.776	1.000	0.952	0.103	0.787	0.026	0.026	0.805	0.866	0.614	0.167	0.206	1.000	0.026	0.999	0.026	0.357	0.026	0.026	0.026	0.026	0.026	0.026	0.379	0.377	0.026	0.026	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.998	0.999	1.000	1.000	1.000	1.000	0.996	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	0.949	0.405	0.997	0.026	0.433	0.357	0.026	0.965	0.999	0.379	0.026	0.997	1.000	0.997	0.370	0.999	0.191	0.026	0.999	0.999	0.991	0.994	0.986	0.876	0.997	0.999	0.768	0.714	0.980	0.930	1.000	0.980	0.982	1.000	0.983	1.000	0.026	1.000	0.571	0.937	0.999	0.999	0.026	0.997	0.999	0.999	0.103	0.572	0.026	0.999	0.996	0.103	0.998	0.786	0.999	0.166	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	1.000	1.000	0.803	0.899	0.858	0.936	0.998	0.991	1.000	1.000	0.732	0.581	1.000	0.234	0.366	0.509	0.350	0.984	0.026	0.845	0.676	0.787	1.000	0.983	1.000	0.867	1.000	0.882	0.595	0.832	0.845	0.609	0.985	0.956	0.952	0.807	1.000	0.192	0.379	0.434	0.387	0.179	0.166	0.407	0.999	0.026	0.026	0.356	0.139	0.995	0.371	0.451	0.373	0.026	0.434	0.357	1.000	0.026	0.129	0.357	0.026	0.026	0.999	0.999	0.365
ESE02085	0.997	1.000	0.997	0.989	1.000	0.818	0.996	0.848	0.554	0.723	0.847	0.946	1.000	0.600	0.645	0.947	0.999	1.000	0.574	0.679	0.997	0.627	0.097	0.999	0.026	0.026	0.801	0.859	0.589	0.155	0.191	1.000	0.026	0.999	0.026	0.342	0.026	0.026	0.026	0.026	0.026	0.026	0.292	0.291	0.026	0.026	0.806	0.673	0.870	1.000	1.000	0.554	0.998	0.982	0.951	1.000	0.998	0.996	0.841	0.878	0.514	0.999	0.882	1.000	1.000	0.993	0.691	0.887	0.886	0.999	0.648	0.999	0.689	0.407	0.996	0.026	0.431	0.343	0.026	0.965	0.999	0.292	0.026	0.996	1.000	0.997	0.367	0.999	0.215	0.026	0.999	0.999	0.989	0.870	0.614	0.999	0.996	0.998	0.998	0.829	0.979	0.906	1.000	0.978	0.994	1.000	0.999	1.000	0.026	0.998	0.546	0.813	0.999	0.999	0.026	0.996	0.648	0.999	0.097	1.000	0.026	0.999	0.995	0.097	0.998	0.999	0.999	0.155	0.999	1.000	0.998	0.026	0.999	0.026	0.026	0.999	0.026	1.000	1.000	0.771	0.899	0.634	1.000	0.998	1.000	0.997	1.000	0.648	0.385	0.998	0.219	0.349	0.475	0.337	1.000	0.026	0.846	0.561	0.785	1.000	0.965	0.849	0.964	0.997	0.929	0.609	0.701	0.731	0.605	0.986	0.997	0.626	0.306	0.837	0.180	0.395	0.432	0.409	0.168	0.155	0.409	0.999	0.026	0.026	0.341	0.104	0.995	0.595	0.450	0.601	0.026	0.432	0.342	0.724	0.026	0.094	0.342	0.026	0.026	0.999	0.999	1.000
ESE02102	0.997	1.000	0.945	0.998	0.930	0.805	0.972	0.293	0.618	0.777	0.998	0.945	0.902	0.855	0.624	0.947	0.999	1.000	0.469	1.000	1.000	0.696	0.094	0.215	0.025	0.025	0.795	0.847	0.596	0.058	0.197	1.000	0.025	0.999	0.025	0.058	0.025	0.025	0.025	0.025	0.025	0.025	0.881	0.882	0.025	0.025	0.551	0.580	0.998	1.000	1.000	0.876	1.000	0.973	0.951	0.998	0.966	0.985	0.999	0.850	0.671	0.999	0.650	1.000	1.000	1.000	0.685	1.000	1.000	1.000	0.999	0.999	0.232	0.070	0.997	0.025	0.382	0.058	0.025	0.999	0.999	0.880	0.025	0.997	1.000	0.997	0.406	0.999	0.307	0.025	0.999	0.999	0.990	0.993	0.777	0.895	1.000	0.970	0.823	0.767	0.976	0.932	1.000	0.976	0.993	1.000	0.980	0.997	0.025	1.000	0.507	0.229	0.999	0.999	0.025	0.997	0.998	0.999	0.094	0.686	0.025	0.999	0.996	0.094	0.998	0.211	0.999	0.058	0.999	1.000	0.998	0.025	0.999	0.025	0.025	0.999	0.025	1.000	1.000	0.818	0.899	0.740	0.931	0.968	0.982	1.000	0.998	0.926	0.460	1.000	0.250	0.305	0.452	0.289	1.000	0.025	0.845	0.540	0.830	1.000	0.979	0.302	0.870	1.000	0.882	0.887	1.000	0.726	0.583	0.997	0.944	0.696	1.000	0.822	0.172	0.346	0.063	0.355	0.170	0.058	0.070	0.999	0.025	0.025	0.058	0.152	0.994	0.494	0.059	0.498	0.025	0.382	0.058	0.239	0.025	0.142	0.058	0.025	0.025	0.999	0.999	0.536
ESE02164	0.993	0.747	0.989	1.000	1.000	0.850	0.980	0.814	0.329	0.650	0.999	0.999	1.000	0.952	0.793	0.999	0.999	1.000	0.440	1.000	0.993	1.000	0.092	0.741	1.000	1.000	0.815	0.875	0.627	0.162	0.195	0.997	1.000	0.995	1.000	0.347	1.000	1.000	1.000	1.000	1.000	1.000	0.921	0.922	1.000	1.000	0.918	0.428	0.996	1.000	1.000	0.407	0.999	0.981	0.992	1.000	0.968	0.802	0.887	0.845	0.914	1.000	0.993	1.000	1.000	0.999	0.687	0.997	0.997	0.999	0.668	0.995	0.855	0.402	0.992	1.000	0.371	0.348	1.000	0.851	0.995	0.920	1.000	0.992	1.000	0.992	0.460	0.995	0.166	1.000	0.995	0.993	0.990	0.990	0.395	0.951	0.996	0.972	0.776	0.835	0.981	0.931	1.000	0.979	0.957	1.000	0.996	1.000	1.000	0.996	0.751	0.937	0.995	0.995	1.000	0.991	0.668	0.995	0.092	0.731	1.000	0.995	0.992	0.092	0.995	0.738	0.995	0.162	0.995	0.996	0.995	1.000	0.999	1.000	1.000	0.995	1.000	1.000	1.000	0.816	0.897	0.907	1.000	0.971	0.998	0.995	1.000	1.000	0.460	0.999	0.222	0.273	0.764	0.337	0.961	1.000	1.000	1.000	0.800	1.000	0.983	0.815	0.999	0.995	0.915	0.950	1.000	0.592	0.751	1.000	0.995	1.000	0.807	1.000	0.352	0.325	0.426	0.333	0.175	0.162	0.405	0.995	1.000	1.000	0.347	0.150	0.991	0.483	0.445	0.498	1.000	0.372	0.346	0.844	1.000	0.140	0.347	1.000	1.000	0.995	0.995	0.537
ESE02184	0.950	0.734	0.964	1.000	0.816	0.723	0.982	0.182	0.556	0.676	0.999	1.000	0.795	0.436	0.526	0.999	0.999	1.000	0.578	0.702	1.000	0.970	0.120	0.111	1.000	1.000	0.549	0.866	0.559	0.059	0.191	0.953	1.000	0.952	1.000	0.058	1.000	1.000	1.000	1.000	1.000	1.000	0.143	0.142	1.000	1.000	0.543	0.516	0.997	1.000	1.000	0.531	0.706	0.983	0.803	0.999	0.997	0.789	0.727	0.953	0.999	1.000	0.516	1.000	0.999	1.000	0.641	0.867	0.867	0.999	0.511	0.954	0.145	0.074	0.949	1.000	0.382	0.057	1.000	0.959	0.999	0.143	1.000	0.950	1.000	0.950	0.522	0.952	0.169	1.000	0.954	0.952	0.990	0.830	0.592	0.685	0.747	0.997	0.688	0.710	0.979	0.933	1.000	0.977	0.954	0.999	0.999	0.999	1.000	1.000	0.527	0.176	0.952	0.999	1.000	0.949	0.512	0.952	0.120	0.220	1.000	0.952	0.948	0.120	0.951	0.107	0.952	0.060	0.954	0.953	0.951	1.000	0.952	1.000	1.000	0.952	1.000	0.999	1.000	0.711	0.992	0.968	0.693	0.997	1.000	1.000	1.000	0.742	0.498	0.708	0.232	0.330	0.480	0.205	0.944	1.000	1.000	0.760	0.795	1.000	0.983	0.193	0.632	1.000	0.868	0.501	0.731	0.495	0.487	1.000	0.971	0.971	1.000	0.963	0.161	0.304	0.064	0.314	0.169	0.060	0.074	0.952	1.000	1.000	0.058	0.095	0.995	0.058	0.060	0.061	1.000	0.383	0.056	0.149	1.000	0.084	0.058	1.000	1.000	0.952	0.952	0.130
ESE02190	0.998	1.000	0.964	1.000	0.930	0.834	0.997	0.795	0.615	0.895	1.000	1.000	0.901	0.453	0.619	0.998	0.999	1.000	0.453	0.719	1.000	0.392	1.000	0.716	1.000	1.000	0.817	0.875	0.707	0.162	0.187	1.000	1.000	0.999	1.000	0.349	1.000	1.000	1.000	1.000	1.000	1.000	0.172	0.171	1.000	1.000	0.916	0.628	0.777	1.000	1.000	0.921	1.000	0.976	0.951	1.000	0.997	0.998	0.989	0.853	0.488	1.000	0.996	1.000	1.000	1.000	0.647	0.904	0.904	0.999	0.999	0.999	0.792	0.401	0.997	1.000	0.316	0.349	1.000	0.965	0.999	0.172	1.000	0.997	1.000	0.997	0.286	0.999	0.193	1.000	0.999	0.999	0.990	0.991	0.918	0.877	0.976	0.997	0.836	0.787	0.979	0.931	1.000	0.977	0.959	1.000	0.996	1.000	1.000	1.000	0.517	0.936	0.999	0.999	1.000	0.997	0.998	0.999	1.000	0.689	1.000	0.999	0.996	1.000	0.998	0.714	0.999	0.162	0.999	1.000	0.998	1.000	0.999	1.000	1.000	0.999	1.000	1.000	1.000	0.849	0.899	0.580	0.909	0.997	1.000	1.000	1.000	0.765	0.482	1.000	0.234	0.340	0.461	0.341	0.962	1.000	1.000	0.542	0.889	1.000	0.983	0.797	0.839	1.000	0.880	0.517	0.763	0.715	0.579	1.000	0.964	0.392	0.315	1.000	0.185	0.277	0.426	0.289	0.166	0.163	0.403	0.999	1.000	1.000	0.348	0.143	0.996	0.504	0.446	0.506	1.000	0.317	0.348	0.831	1.000	0.133	0.348	1.000	1.000	0.999	0.999	0.550
